clf,atlas_name,itr,tp,tn,fp,fn,sen,spc,acc,pre,npv,f1,roc_auc
KNeighborsClassifier,rois_cc400,0,32,21,27,9,0.780487805,0.4375,0.595505618,0.542372881,0.7,0.64,0.609
KNeighborsClassifier,rois_cc400,1,34,25,23,7,0.829268293,0.520833333,0.662921348,0.596491228,0.78125,0.693877551,0.675
KNeighborsClassifier,rois_cc400,2,31,25,22,10,0.756097561,0.531914894,0.636363636,0.58490566,0.714285714,0.659574468,0.644
KNeighborsClassifier,rois_cc400,3,26,15,32,15,0.634146341,0.319148936,0.465909091,0.448275862,0.5,0.525252525,0.477
KNeighborsClassifier,rois_cc400,4,28,26,21,13,0.682926829,0.553191489,0.613636364,0.571428571,0.666666667,0.622222222,0.618
KNeighborsClassifier,rois_cc400,5,28,24,23,13,0.682926829,0.510638298,0.590909091,0.549019608,0.648648649,0.608695652,0.597
KNeighborsClassifier,rois_cc400,6,28,20,27,13,0.682926829,0.425531915,0.545454545,0.509090909,0.606060606,0.583333333,0.554
KNeighborsClassifier,rois_cc400,7,27,23,25,13,0.675,0.479166667,0.568181818,0.519230769,0.638888889,0.586956522,0.577
KNeighborsClassifier,rois_cc400,8,30,23,25,10,0.75,0.479166667,0.602272727,0.545454545,0.696969697,0.631578947,0.615
KNeighborsClassifier,rois_cc400,9,29,20,28,11,0.725,0.416666667,0.556818182,0.50877193,0.64516129,0.597938144,0.571
KNeighborsClassifier,rois_cc400,average,29.3,22.2,25.3,11.4,0.719878049,0.467375887,0.583797242,0.537504196,0.659793151,0.614942937,0.5937
GaussianNB,rois_cc400,0,29,23,25,12,0.707317073,0.479166667,0.584269663,0.537037037,0.657142857,0.610526316,0.593
GaussianNB,rois_cc400,1,25,35,13,16,0.609756098,0.729166667,0.674157303,0.657894737,0.68627451,0.632911392,0.669
GaussianNB,rois_cc400,2,26,35,12,15,0.634146341,0.744680851,0.693181818,0.684210526,0.7,0.658227848,0.689
GaussianNB,rois_cc400,3,27,34,13,14,0.658536585,0.723404255,0.693181818,0.675,0.708333333,0.666666667,0.691
GaussianNB,rois_cc400,4,31,25,22,10,0.756097561,0.531914894,0.636363636,0.58490566,0.714285714,0.659574468,0.644
GaussianNB,rois_cc400,5,30,22,25,11,0.731707317,0.468085106,0.590909091,0.545454545,0.666666667,0.625,0.6
GaussianNB,rois_cc400,6,28,33,14,13,0.682926829,0.70212766,0.693181818,0.666666667,0.717391304,0.674698795,0.693
GaussianNB,rois_cc400,7,27,34,14,13,0.675,0.708333333,0.693181818,0.658536585,0.723404255,0.666666667,0.692
GaussianNB,rois_cc400,8,31,26,22,9,0.775,0.541666667,0.647727273,0.58490566,0.742857143,0.666666667,0.658
GaussianNB,rois_cc400,9,23,25,23,17,0.575,0.520833333,0.545454545,0.5,0.595238095,0.534883721,0.548
GaussianNB,rois_cc400,average,27.7,29.2,18.3,13,0.68054878,0.614937943,0.645160878,0.609461142,0.691159388,0.639582254,0.6477
DecisionTreeClassifier,rois_cc400,0,23,24,24,18,0.56097561,0.5,0.528089888,0.489361702,0.571428571,0.522727273,0.53
DecisionTreeClassifier,rois_cc400,1,20,27,21,21,0.487804878,0.5625,0.528089888,0.487804878,0.5625,0.487804878,0.525
DecisionTreeClassifier,rois_cc400,2,11,36,11,30,0.268292683,0.765957447,0.534090909,0.5,0.545454545,0.349206349,0.517
DecisionTreeClassifier,rois_cc400,3,11,41,6,30,0.268292683,0.872340426,0.590909091,0.647058824,0.577464789,0.379310345,0.57
DecisionTreeClassifier,rois_cc400,4,28,15,32,13,0.682926829,0.319148936,0.488636364,0.466666667,0.535714286,0.554455446,0.501
DecisionTreeClassifier,rois_cc400,5,28,23,24,13,0.682926829,0.489361702,0.579545455,0.538461538,0.638888889,0.602150538,0.586
DecisionTreeClassifier,rois_cc400,6,19,35,12,22,0.463414634,0.744680851,0.613636364,0.612903226,0.614035088,0.527777778,0.604
DecisionTreeClassifier,rois_cc400,7,9,36,12,31,0.225,0.75,0.511363636,0.428571429,0.537313433,0.295081967,0.488
DecisionTreeClassifier,rois_cc400,8,19,29,19,21,0.475,0.604166667,0.545454545,0.5,0.58,0.487179487,0.54
DecisionTreeClassifier,rois_cc400,9,11,30,18,29,0.275,0.625,0.465909091,0.379310345,0.508474576,0.31884058,0.45
DecisionTreeClassifier,rois_cc400,average,17.9,29.6,17.9,22.8,0.438963415,0.623315603,0.538572523,0.505013861,0.567127418,0.452453464,0.5311
LogisticRegression,rois_cc400,0,24,31,17,17,0.585365854,0.645833333,0.617977528,0.585365854,0.645833333,0.585365854,0.616
LogisticRegression,rois_cc400,1,25,36,12,16,0.609756098,0.75,0.685393258,0.675675676,0.692307692,0.641025641,0.68
LogisticRegression,rois_cc400,2,25,39,8,16,0.609756098,0.829787234,0.727272727,0.757575758,0.709090909,0.675675676,0.72
LogisticRegression,rois_cc400,3,25,36,11,16,0.609756098,0.765957447,0.693181818,0.694444444,0.692307692,0.649350649,0.688
LogisticRegression,rois_cc400,4,25,34,13,16,0.609756098,0.723404255,0.670454545,0.657894737,0.68,0.632911392,0.667
LogisticRegression,rois_cc400,5,27,33,14,14,0.658536585,0.70212766,0.681818182,0.658536585,0.70212766,0.658536585,0.68
LogisticRegression,rois_cc400,6,27,39,8,14,0.658536585,0.829787234,0.75,0.771428571,0.735849057,0.710526316,0.744
LogisticRegression,rois_cc400,7,30,38,10,10,0.75,0.791666667,0.772727273,0.75,0.791666667,0.75,0.771
LogisticRegression,rois_cc400,8,24,36,12,16,0.6,0.75,0.681818182,0.666666667,0.692307692,0.631578947,0.675
LogisticRegression,rois_cc400,9,24,34,14,16,0.6,0.708333333,0.659090909,0.631578947,0.68,0.615384615,0.654
LogisticRegression,rois_cc400,average,25.6,35.6,11.9,15.1,0.629146341,0.749689716,0.693973442,0.684916724,0.70214907,0.655035568,0.6895
SVC,rois_cc400,0,24,29,19,17,0.585365854,0.604166667,0.595505618,0.558139535,0.630434783,0.571428571,0.595
SVC,rois_cc400,1,24,39,9,17,0.585365854,0.8125,0.707865169,0.727272727,0.696428571,0.648648649,0.699
SVC,rois_cc400,2,23,42,5,18,0.56097561,0.893617021,0.738636364,0.821428571,0.7,0.666666667,0.727
SVC,rois_cc400,3,26,36,11,15,0.634146341,0.765957447,0.704545455,0.702702703,0.705882353,0.666666667,0.7
SVC,rois_cc400,4,24,37,10,17,0.585365854,0.787234043,0.693181818,0.705882353,0.685185185,0.64,0.686
SVC,rois_cc400,5,27,34,13,14,0.658536585,0.723404255,0.693181818,0.675,0.708333333,0.666666667,0.691
SVC,rois_cc400,6,27,37,10,14,0.658536585,0.787234043,0.727272727,0.72972973,0.725490196,0.692307692,0.723
SVC,rois_cc400,7,28,37,11,12,0.7,0.770833333,0.738636364,0.717948718,0.755102041,0.708860759,0.735
SVC,rois_cc400,8,26,34,14,14,0.65,0.708333333,0.681818182,0.65,0.708333333,0.65,0.679
SVC,rois_cc400,9,18,36,12,22,0.45,0.75,0.613636364,0.6,0.620689655,0.514285714,0.6
SVC,rois_cc400,average,24.7,36.1,11.4,16,0.606829268,0.760328014,0.689427988,0.688810434,0.693587945,0.642553139,0.6835
RandomForestClassifier,rois_cc400,0,16,31,17,25,0.390243902,0.645833333,0.528089888,0.484848485,0.553571429,0.432432432,0.518
RandomForestClassifier,rois_cc400,1,20,35,13,21,0.487804878,0.729166667,0.617977528,0.606060606,0.625,0.540540541,0.608
RandomForestClassifier,rois_cc400,2,18,35,12,23,0.43902439,0.744680851,0.602272727,0.6,0.603448276,0.507042254,0.592
RandomForestClassifier,rois_cc400,3,11,37,10,30,0.268292683,0.787234043,0.545454545,0.523809524,0.552238806,0.35483871,0.528
RandomForestClassifier,rois_cc400,4,15,38,9,26,0.365853659,0.808510638,0.602272727,0.625,0.59375,0.461538462,0.587
RandomForestClassifier,rois_cc400,5,20,32,15,21,0.487804878,0.680851064,0.590909091,0.571428571,0.603773585,0.526315789,0.584
RandomForestClassifier,rois_cc400,6,21,38,9,20,0.512195122,0.808510638,0.670454545,0.7,0.655172414,0.591549296,0.66
RandomForestClassifier,rois_cc400,7,22,36,12,18,0.55,0.75,0.659090909,0.647058824,0.666666667,0.594594595,0.65
RandomForestClassifier,rois_cc400,8,15,40,8,25,0.375,0.833333333,0.625,0.652173913,0.615384615,0.476190476,0.604
RandomForestClassifier,rois_cc400,9,15,35,13,25,0.375,0.729166667,0.568181818,0.535714286,0.583333333,0.441176471,0.552
RandomForestClassifier,rois_cc400,average,17.3,35.7,11.8,23.4,0.425121951,0.751728723,0.600970378,0.594609421,0.605233912,0.492621902,0.5883
RidgeClassifier,rois_cc400,0,25,30,18,16,0.609756098,0.625,0.617977528,0.581395349,0.652173913,0.595238095,0.617
RidgeClassifier,rois_cc400,1,25,35,13,16,0.609756098,0.729166667,0.674157303,0.657894737,0.68627451,0.632911392,0.669
RidgeClassifier,rois_cc400,2,24,39,8,17,0.585365854,0.829787234,0.715909091,0.75,0.696428571,0.657534247,0.708
RidgeClassifier,rois_cc400,3,25,36,11,16,0.609756098,0.765957447,0.693181818,0.694444444,0.692307692,0.649350649,0.688
RidgeClassifier,rois_cc400,4,24,33,14,17,0.585365854,0.70212766,0.647727273,0.631578947,0.66,0.607594937,0.644
RidgeClassifier,rois_cc400,5,26,32,15,15,0.634146341,0.680851064,0.659090909,0.634146341,0.680851064,0.634146341,0.657
RidgeClassifier,rois_cc400,6,27,37,10,14,0.658536585,0.787234043,0.727272727,0.72972973,0.725490196,0.692307692,0.723
RidgeClassifier,rois_cc400,7,30,36,12,10,0.75,0.75,0.75,0.714285714,0.782608696,0.731707317,0.75
RidgeClassifier,rois_cc400,8,26,35,13,14,0.65,0.729166667,0.693181818,0.666666667,0.714285714,0.658227848,0.69
RidgeClassifier,rois_cc400,9,25,34,14,15,0.625,0.708333333,0.670454545,0.641025641,0.693877551,0.632911392,0.667
RidgeClassifier,rois_cc400,average,25.7,34.7,12.8,15,0.631768293,0.730762411,0.684895301,0.670116757,0.698429791,0.649192991,0.6813
MLPClassifier,rois_cc400,0,23,28,20,18,0.56097561,0.583333333,0.573033708,0.534883721,0.608695652,0.547619048,0.572
MLPClassifier,rois_cc400,1,26,37,11,15,0.634146341,0.770833333,0.707865169,0.702702703,0.711538462,0.666666667,0.702
MLPClassifier,rois_cc400,2,26,37,10,15,0.634146341,0.787234043,0.715909091,0.722222222,0.711538462,0.675324675,0.711
MLPClassifier,rois_cc400,3,25,32,15,16,0.609756098,0.680851064,0.647727273,0.625,0.666666667,0.617283951,0.645
MLPClassifier,rois_cc400,4,25,31,16,16,0.609756098,0.659574468,0.636363636,0.609756098,0.659574468,0.609756098,0.635
MLPClassifier,rois_cc400,5,27,36,11,14,0.658536585,0.765957447,0.715909091,0.710526316,0.72,0.683544304,0.712
MLPClassifier,rois_cc400,6,23,34,13,18,0.56097561,0.723404255,0.647727273,0.638888889,0.653846154,0.597402597,0.642
MLPClassifier,rois_cc400,7,28,39,9,12,0.7,0.8125,0.761363636,0.756756757,0.764705882,0.727272727,0.756
MLPClassifier,rois_cc400,8,22,36,12,18,0.55,0.75,0.659090909,0.647058824,0.666666667,0.594594595,0.65
MLPClassifier,rois_cc400,9,27,29,19,13,0.675,0.604166667,0.636363636,0.586956522,0.69047619,0.627906977,0.64
MLPClassifier,rois_cc400,average,25.2,33.9,13.6,15.5,0.619329268,0.713785461,0.670135342,0.653475205,0.68537086,0.634737164,0.6665
BaggingClassifier,rois_cc400,0,19,28,20,22,0.463414634,0.583333333,0.528089888,0.487179487,0.56,0.475,0.523
BaggingClassifier,rois_cc400,1,23,33,15,18,0.56097561,0.6875,0.629213483,0.605263158,0.647058824,0.582278481,0.624
BaggingClassifier,rois_cc400,2,16,30,17,25,0.390243902,0.638297872,0.522727273,0.484848485,0.545454545,0.432432432,0.514
BaggingClassifier,rois_cc400,3,20,35,12,21,0.487804878,0.744680851,0.625,0.625,0.625,0.547945205,0.616
BaggingClassifier,rois_cc400,4,18,36,11,23,0.43902439,0.765957447,0.613636364,0.620689655,0.610169492,0.514285714,0.602
BaggingClassifier,rois_cc400,5,22,25,22,19,0.536585366,0.531914894,0.534090909,0.5,0.568181818,0.517647059,0.534
BaggingClassifier,rois_cc400,6,16,37,10,25,0.390243902,0.787234043,0.602272727,0.615384615,0.596774194,0.47761194,0.589
BaggingClassifier,rois_cc400,7,20,37,11,20,0.5,0.770833333,0.647727273,0.64516129,0.649122807,0.563380282,0.635
BaggingClassifier,rois_cc400,8,25,24,24,15,0.625,0.5,0.556818182,0.510204082,0.615384615,0.561797753,0.562
BaggingClassifier,rois_cc400,9,24,34,14,16,0.6,0.708333333,0.659090909,0.631578947,0.68,0.615384615,0.654
BaggingClassifier,rois_cc400,average,20.3,31.9,15.6,20.4,0.499329268,0.671808511,0.591866701,0.572530972,0.609714629,0.528776348,0.5853
SGDClassifier,rois_cc400,0,26,28,20,15,0.634146341,0.583333333,0.606741573,0.565217391,0.651162791,0.597701149,0.609
SGDClassifier,rois_cc400,1,29,34,14,12,0.707317073,0.708333333,0.707865169,0.674418605,0.739130435,0.69047619,0.708
SGDClassifier,rois_cc400,2,25,38,9,16,0.609756098,0.808510638,0.715909091,0.735294118,0.703703704,0.666666667,0.709
SGDClassifier,rois_cc400,3,26,34,13,15,0.634146341,0.723404255,0.681818182,0.666666667,0.693877551,0.65,0.679
SGDClassifier,rois_cc400,4,26,29,18,15,0.634146341,0.617021277,0.625,0.590909091,0.659090909,0.611764706,0.626
SGDClassifier,rois_cc400,5,27,30,17,14,0.658536585,0.638297872,0.647727273,0.613636364,0.681818182,0.635294118,0.648
SGDClassifier,rois_cc400,6,28,35,12,13,0.682926829,0.744680851,0.715909091,0.7,0.729166667,0.691358025,0.714
SGDClassifier,rois_cc400,7,30,35,13,10,0.75,0.729166667,0.738636364,0.697674419,0.777777778,0.722891566,0.74
SGDClassifier,rois_cc400,8,25,33,15,15,0.625,0.6875,0.659090909,0.625,0.6875,0.625,0.656
SGDClassifier,rois_cc400,9,22,33,15,18,0.55,0.6875,0.625,0.594594595,0.647058824,0.571428571,0.619
SGDClassifier,rois_cc400,average,26.4,32.9,14.6,14.3,0.648597561,0.692774823,0.672369765,0.646341125,0.697028684,0.646258099,0.6708
AdaBoostClassifier,rois_cc400,0,18,32,16,23,0.43902439,0.666666667,0.561797753,0.529411765,0.581818182,0.48,0.553
AdaBoostClassifier,rois_cc400,1,23,38,10,18,0.56097561,0.791666667,0.685393258,0.696969697,0.678571429,0.621621622,0.676
AdaBoostClassifier,rois_cc400,2,21,38,9,20,0.512195122,0.808510638,0.670454545,0.7,0.655172414,0.591549296,0.66
AdaBoostClassifier,rois_cc400,3,25,34,13,16,0.609756098,0.723404255,0.670454545,0.657894737,0.68,0.632911392,0.667
AdaBoostClassifier,rois_cc400,4,25,31,16,16,0.609756098,0.659574468,0.636363636,0.609756098,0.659574468,0.609756098,0.635
AdaBoostClassifier,rois_cc400,5,23,31,16,18,0.56097561,0.659574468,0.613636364,0.58974359,0.632653061,0.575,0.61
AdaBoostClassifier,rois_cc400,6,19,35,12,22,0.463414634,0.744680851,0.613636364,0.612903226,0.614035088,0.527777778,0.604
AdaBoostClassifier,rois_cc400,7,24,37,11,16,0.6,0.770833333,0.693181818,0.685714286,0.698113208,0.64,0.685
AdaBoostClassifier,rois_cc400,8,23,34,14,17,0.575,0.708333333,0.647727273,0.621621622,0.666666667,0.597402597,0.642
AdaBoostClassifier,rois_cc400,9,15,34,14,25,0.375,0.708333333,0.556818182,0.517241379,0.576271186,0.434782609,0.542
AdaBoostClassifier,rois_cc400,average,21.6,34.4,13.1,19.1,0.530609756,0.724157801,0.634946374,0.62212564,0.64428757,0.571080139,0.6274
KNeighborsClassifier,rois_cc200,0,22,34,14,19,0.536585366,0.708333333,0.629213483,0.611111111,0.641509434,0.571428571,0.622
KNeighborsClassifier,rois_cc200,1,17,34,14,24,0.414634146,0.708333333,0.573033708,0.548387097,0.586206897,0.472222222,0.561
KNeighborsClassifier,rois_cc200,2,19,35,13,21,0.475,0.729166667,0.613636364,0.59375,0.625,0.527777778,0.602
KNeighborsClassifier,rois_cc200,3,23,32,16,17,0.575,0.666666667,0.625,0.58974359,0.653061224,0.582278481,0.621
KNeighborsClassifier,rois_cc200,4,18,33,15,22,0.45,0.6875,0.579545455,0.545454545,0.6,0.493150685,0.569
KNeighborsClassifier,rois_cc200,5,17,36,11,24,0.414634146,0.765957447,0.602272727,0.607142857,0.6,0.492753623,0.59
KNeighborsClassifier,rois_cc200,6,20,33,14,21,0.487804878,0.70212766,0.602272727,0.588235294,0.611111111,0.533333333,0.595
KNeighborsClassifier,rois_cc200,7,25,31,16,16,0.609756098,0.659574468,0.636363636,0.609756098,0.659574468,0.609756098,0.635
KNeighborsClassifier,rois_cc200,8,19,33,14,22,0.463414634,0.70212766,0.590909091,0.575757576,0.6,0.513513514,0.583
KNeighborsClassifier,rois_cc200,9,21,25,22,20,0.512195122,0.531914894,0.522727273,0.488372093,0.555555556,0.5,0.522
KNeighborsClassifier,rois_cc200,average,20.1,32.6,14.9,20.6,0.493902439,0.686170213,0.597497446,0.575771026,0.613201869,0.52962143,0.59
GaussianNB,rois_cc200,0,27,30,18,14,0.658536585,0.625,0.640449438,0.6,0.681818182,0.627906977,0.642
GaussianNB,rois_cc200,1,28,29,19,13,0.682926829,0.604166667,0.640449438,0.595744681,0.69047619,0.636363636,0.644
GaussianNB,rois_cc200,2,23,34,14,17,0.575,0.708333333,0.647727273,0.621621622,0.666666667,0.597402597,0.642
GaussianNB,rois_cc200,3,28,31,17,12,0.7,0.645833333,0.670454545,0.622222222,0.720930233,0.658823529,0.673
GaussianNB,rois_cc200,4,27,29,19,13,0.675,0.604166667,0.636363636,0.586956522,0.69047619,0.627906977,0.64
GaussianNB,rois_cc200,5,29,28,19,12,0.707317073,0.595744681,0.647727273,0.604166667,0.7,0.651685393,0.652
GaussianNB,rois_cc200,6,32,24,23,9,0.780487805,0.510638298,0.636363636,0.581818182,0.727272727,0.666666667,0.646
GaussianNB,rois_cc200,7,23,28,19,18,0.56097561,0.595744681,0.579545455,0.547619048,0.608695652,0.554216867,0.578
GaussianNB,rois_cc200,8,29,35,12,12,0.707317073,0.744680851,0.727272727,0.707317073,0.744680851,0.707317073,0.726
GaussianNB,rois_cc200,9,30,31,16,11,0.731707317,0.659574468,0.693181818,0.652173913,0.738095238,0.689655172,0.696
GaussianNB,rois_cc200,average,27.6,29.9,17.6,13.1,0.677926829,0.629388298,0.651953524,0.611963993,0.696911193,0.641794489,0.6539
DecisionTreeClassifier,rois_cc200,0,24,34,14,17,0.585365854,0.708333333,0.651685393,0.631578947,0.666666667,0.607594937,0.647
DecisionTreeClassifier,rois_cc200,1,18,36,12,23,0.43902439,0.75,0.606741573,0.6,0.610169492,0.507042254,0.595
DecisionTreeClassifier,rois_cc200,2,22,37,11,18,0.55,0.770833333,0.670454545,0.666666667,0.672727273,0.602739726,0.66
DecisionTreeClassifier,rois_cc200,3,32,28,20,8,0.8,0.583333333,0.681818182,0.615384615,0.777777778,0.695652174,0.692
DecisionTreeClassifier,rois_cc200,4,21,34,14,19,0.525,0.708333333,0.625,0.6,0.641509434,0.56,0.617
DecisionTreeClassifier,rois_cc200,5,21,37,10,20,0.512195122,0.787234043,0.659090909,0.677419355,0.649122807,0.583333333,0.65
DecisionTreeClassifier,rois_cc200,6,27,22,25,14,0.658536585,0.468085106,0.556818182,0.519230769,0.611111111,0.580645161,0.563
DecisionTreeClassifier,rois_cc200,7,26,35,12,15,0.634146341,0.744680851,0.693181818,0.684210526,0.7,0.658227848,0.689
DecisionTreeClassifier,rois_cc200,8,14,33,14,27,0.341463415,0.70212766,0.534090909,0.5,0.55,0.405797101,0.522
DecisionTreeClassifier,rois_cc200,9,25,32,15,16,0.609756098,0.680851064,0.647727273,0.625,0.666666667,0.617283951,0.645
DecisionTreeClassifier,rois_cc200,average,23,32.8,14.7,17.7,0.56554878,0.690381206,0.632660878,0.611949088,0.654575123,0.581831648,0.628
LogisticRegression,rois_cc200,0,23,36,12,18,0.56097561,0.75,0.662921348,0.657142857,0.666666667,0.605263158,0.655
LogisticRegression,rois_cc200,1,25,36,12,16,0.609756098,0.75,0.685393258,0.675675676,0.692307692,0.641025641,0.68
LogisticRegression,rois_cc200,2,24,36,12,16,0.6,0.75,0.681818182,0.666666667,0.692307692,0.631578947,0.675
LogisticRegression,rois_cc200,3,24,35,13,16,0.6,0.729166667,0.670454545,0.648648649,0.68627451,0.623376623,0.665
LogisticRegression,rois_cc200,4,26,36,12,14,0.65,0.75,0.704545455,0.684210526,0.72,0.666666667,0.7
LogisticRegression,rois_cc200,5,23,36,11,18,0.56097561,0.765957447,0.670454545,0.676470588,0.666666667,0.613333333,0.663
LogisticRegression,rois_cc200,6,28,33,14,13,0.682926829,0.70212766,0.693181818,0.666666667,0.717391304,0.674698795,0.693
LogisticRegression,rois_cc200,7,26,33,14,15,0.634146341,0.70212766,0.670454545,0.65,0.6875,0.641975309,0.668
LogisticRegression,rois_cc200,8,27,34,13,14,0.658536585,0.723404255,0.693181818,0.675,0.708333333,0.666666667,0.691
LogisticRegression,rois_cc200,9,27,31,16,14,0.658536585,0.659574468,0.659090909,0.627906977,0.688888889,0.642857143,0.659
LogisticRegression,rois_cc200,average,25.3,34.6,12.9,15.4,0.621585366,0.728235816,0.679149642,0.662838861,0.692633675,0.640744228,0.6749
SVC,rois_cc200,0,26,41,7,15,0.634146341,0.854166667,0.752808989,0.787878788,0.732142857,0.702702703,0.744
SVC,rois_cc200,1,24,34,14,17,0.585365854,0.708333333,0.651685393,0.631578947,0.666666667,0.607594937,0.647
SVC,rois_cc200,2,22,38,10,18,0.55,0.791666667,0.681818182,0.6875,0.678571429,0.611111111,0.671
SVC,rois_cc200,3,26,35,13,14,0.65,0.729166667,0.693181818,0.666666667,0.714285714,0.658227848,0.69
SVC,rois_cc200,4,19,31,17,21,0.475,0.645833333,0.568181818,0.527777778,0.596153846,0.5,0.56
SVC,rois_cc200,5,23,37,10,18,0.56097561,0.787234043,0.681818182,0.696969697,0.672727273,0.621621622,0.674
SVC,rois_cc200,6,28,33,14,13,0.682926829,0.70212766,0.693181818,0.666666667,0.717391304,0.674698795,0.693
SVC,rois_cc200,7,24,36,11,17,0.585365854,0.765957447,0.681818182,0.685714286,0.679245283,0.631578947,0.676
SVC,rois_cc200,8,28,36,11,13,0.682926829,0.765957447,0.727272727,0.717948718,0.734693878,0.7,0.724
SVC,rois_cc200,9,25,31,16,16,0.609756098,0.659574468,0.636363636,0.609756098,0.659574468,0.609756098,0.635
SVC,rois_cc200,average,24.5,35.2,12.3,16.2,0.601646341,0.741001773,0.676813075,0.667845764,0.685145272,0.631729206,0.6714
RandomForestClassifier,rois_cc200,0,24,40,8,17,0.585365854,0.833333333,0.719101124,0.75,0.701754386,0.657534247,0.709
RandomForestClassifier,rois_cc200,1,15,40,8,26,0.365853659,0.833333333,0.617977528,0.652173913,0.606060606,0.46875,0.6
RandomForestClassifier,rois_cc200,2,17,40,8,23,0.425,0.833333333,0.647727273,0.68,0.634920635,0.523076923,0.629
RandomForestClassifier,rois_cc200,3,22,35,13,18,0.55,0.729166667,0.647727273,0.628571429,0.660377358,0.586666667,0.64
RandomForestClassifier,rois_cc200,4,16,31,17,24,0.4,0.645833333,0.534090909,0.484848485,0.563636364,0.438356164,0.523
RandomForestClassifier,rois_cc200,5,15,38,9,26,0.365853659,0.808510638,0.602272727,0.625,0.59375,0.461538462,0.587
RandomForestClassifier,rois_cc200,6,18,28,19,23,0.43902439,0.595744681,0.522727273,0.486486486,0.549019608,0.461538462,0.517
RandomForestClassifier,rois_cc200,7,12,39,8,29,0.292682927,0.829787234,0.579545455,0.6,0.573529412,0.393442623,0.561
RandomForestClassifier,rois_cc200,8,16,36,11,25,0.390243902,0.765957447,0.590909091,0.592592593,0.590163934,0.470588235,0.578
RandomForestClassifier,rois_cc200,9,17,35,12,24,0.414634146,0.744680851,0.590909091,0.586206897,0.593220339,0.485714286,0.58
RandomForestClassifier,rois_cc200,average,17.2,36.2,11.3,23.5,0.422865854,0.761968085,0.605298774,0.60858798,0.606643264,0.494720607,0.5924
RidgeClassifier,rois_cc200,0,24,39,9,17,0.585365854,0.8125,0.707865169,0.727272727,0.696428571,0.648648649,0.699
RidgeClassifier,rois_cc200,1,25,34,14,16,0.609756098,0.708333333,0.662921348,0.641025641,0.68,0.625,0.659
RidgeClassifier,rois_cc200,2,26,35,13,14,0.65,0.729166667,0.693181818,0.666666667,0.714285714,0.658227848,0.69
RidgeClassifier,rois_cc200,3,24,33,15,16,0.6,0.6875,0.647727273,0.615384615,0.673469388,0.607594937,0.644
RidgeClassifier,rois_cc200,4,25,36,12,15,0.625,0.75,0.693181818,0.675675676,0.705882353,0.649350649,0.688
RidgeClassifier,rois_cc200,5,22,36,11,19,0.536585366,0.765957447,0.659090909,0.666666667,0.654545455,0.594594595,0.651
RidgeClassifier,rois_cc200,6,26,32,15,15,0.634146341,0.680851064,0.659090909,0.634146341,0.680851064,0.634146341,0.657
RidgeClassifier,rois_cc200,7,24,34,13,17,0.585365854,0.723404255,0.659090909,0.648648649,0.666666667,0.615384615,0.654
RidgeClassifier,rois_cc200,8,25,32,15,16,0.609756098,0.680851064,0.647727273,0.625,0.666666667,0.617283951,0.645
RidgeClassifier,rois_cc200,9,26,31,16,15,0.634146341,0.659574468,0.647727273,0.619047619,0.673913043,0.626506024,0.647
RidgeClassifier,rois_cc200,average,24.7,34.2,13.3,16,0.607012195,0.71981383,0.66776047,0.65195346,0.681270892,0.627673761,0.6634
MLPClassifier,rois_cc200,0,25,32,16,16,0.609756098,0.666666667,0.640449438,0.609756098,0.666666667,0.609756098,0.638
MLPClassifier,rois_cc200,1,27,31,17,14,0.658536585,0.645833333,0.651685393,0.613636364,0.688888889,0.635294118,0.652
MLPClassifier,rois_cc200,2,27,37,11,13,0.675,0.770833333,0.727272727,0.710526316,0.74,0.692307692,0.723
MLPClassifier,rois_cc200,3,28,32,16,12,0.7,0.666666667,0.681818182,0.636363636,0.727272727,0.666666667,0.683
MLPClassifier,rois_cc200,4,20,29,19,20,0.5,0.604166667,0.556818182,0.512820513,0.591836735,0.506329114,0.552
MLPClassifier,rois_cc200,5,24,30,17,17,0.585365854,0.638297872,0.613636364,0.585365854,0.638297872,0.585365854,0.612
MLPClassifier,rois_cc200,6,29,34,13,12,0.707317073,0.723404255,0.715909091,0.69047619,0.739130435,0.698795181,0.715
MLPClassifier,rois_cc200,7,29,32,15,12,0.707317073,0.680851064,0.693181818,0.659090909,0.727272727,0.682352941,0.694
MLPClassifier,rois_cc200,8,30,36,11,11,0.731707317,0.765957447,0.75,0.731707317,0.765957447,0.731707317,0.749
MLPClassifier,rois_cc200,9,27,26,21,14,0.658536585,0.553191489,0.602272727,0.5625,0.65,0.606741573,0.606
MLPClassifier,rois_cc200,average,26.6,31.9,15.6,14.1,0.653353659,0.671586879,0.663304392,0.63122432,0.69353235,0.641531655,0.6624
BaggingClassifier,rois_cc200,0,26,39,9,15,0.634146341,0.8125,0.730337079,0.742857143,0.722222222,0.684210526,0.723
BaggingClassifier,rois_cc200,1,24,33,15,17,0.585365854,0.6875,0.640449438,0.615384615,0.66,0.6,0.636
BaggingClassifier,rois_cc200,2,19,29,19,21,0.475,0.604166667,0.545454545,0.5,0.58,0.487179487,0.54
BaggingClassifier,rois_cc200,3,19,33,15,21,0.475,0.6875,0.590909091,0.558823529,0.611111111,0.513513514,0.581
BaggingClassifier,rois_cc200,4,18,33,15,22,0.45,0.6875,0.579545455,0.545454545,0.6,0.493150685,0.569
BaggingClassifier,rois_cc200,5,18,31,16,23,0.43902439,0.659574468,0.556818182,0.529411765,0.574074074,0.48,0.549
