clf,atlas_name,itr,tp,tn,fp,fn,sen,spc,acc,pre,npv,f1,roc_auc
AdaBoostClassifier,rois_tt,0,21,37,11,20,0.512195122,0.770833333,0.651685393,0.65625,0.649122807,0.575342466,0.642
AdaBoostClassifier,rois_tt,1,20,27,21,21,0.487804878,0.5625,0.528089888,0.487804878,0.5625,0.487804878,0.525
AdaBoostClassifier,rois_tt,2,24,37,11,16,0.6,0.770833333,0.693181818,0.685714286,0.698113208,0.64,0.685
AdaBoostClassifier,rois_tt,3,21,32,16,19,0.525,0.666666667,0.602272727,0.567567568,0.62745098,0.545454545,0.596
AdaBoostClassifier,rois_tt,4,23,31,17,17,0.575,0.645833333,0.613636364,0.575,0.645833333,0.575,0.61
AdaBoostClassifier,rois_tt,5,26,37,10,15,0.634146341,0.787234043,0.715909091,0.722222222,0.711538462,0.675324675,0.711
AdaBoostClassifier,rois_tt,6,21,35,12,20,0.512195122,0.744680851,0.636363636,0.636363636,0.636363636,0.567567568,0.628
AdaBoostClassifier,rois_tt,7,22,33,14,19,0.536585366,0.70212766,0.625,0.611111111,0.634615385,0.571428571,0.619
AdaBoostClassifier,rois_tt,8,15,36,11,26,0.365853659,0.765957447,0.579545455,0.576923077,0.580645161,0.447761194,0.566
AdaBoostClassifier,rois_tt,9,20,27,20,21,0.487804878,0.574468085,0.534090909,0.5,0.5625,0.49382716,0.531
AdaBoostClassifier,rois_tt,average,21.3,33.2,14.3,19.4,0.523658537,0.699113475,0.617977528,0.601895678,0.630868297,0.557951106,0.6113
KNeighborsClassifier,difumo256,0,22,31,17,19,0.536585366,0.645833333,0.595505618,0.564102564,0.62,0.55,0.591
KNeighborsClassifier,difumo256,1,27,32,16,14,0.658536585,0.666666667,0.662921348,0.627906977,0.695652174,0.642857143,0.663
KNeighborsClassifier,difumo256,2,25,26,22,15,0.625,0.541666667,0.579545455,0.531914894,0.634146341,0.574712644,0.583
KNeighborsClassifier,difumo256,3,27,28,20,13,0.675,0.583333333,0.625,0.574468085,0.682926829,0.620689655,0.629
KNeighborsClassifier,difumo256,4,25,25,23,15,0.625,0.520833333,0.568181818,0.520833333,0.625,0.568181818,0.573
KNeighborsClassifier,difumo256,5,23,25,22,18,0.56097561,0.531914894,0.545454545,0.511111111,0.581395349,0.534883721,0.546
KNeighborsClassifier,difumo256,6,23,28,19,18,0.56097561,0.595744681,0.579545455,0.547619048,0.608695652,0.554216867,0.578
KNeighborsClassifier,difumo256,7,25,29,18,16,0.609756098,0.617021277,0.613636364,0.581395349,0.644444444,0.595238095,0.613
KNeighborsClassifier,difumo256,8,16,34,13,25,0.390243902,0.723404255,0.568181818,0.551724138,0.576271186,0.457142857,0.557
KNeighborsClassifier,difumo256,9,23,22,25,18,0.56097561,0.468085106,0.511363636,0.479166667,0.55,0.516853933,0.515
KNeighborsClassifier,difumo256,average,23.6,28,19.5,17.1,0.580304878,0.589450355,0.584933606,0.549024217,0.621853198,0.561477673,0.5848
GaussianNB,difumo256,0,30,32,16,11,0.731707317,0.666666667,0.696629213,0.652173913,0.744186047,0.689655172,0.699
GaussianNB,difumo256,1,34,25,23,7,0.829268293,0.520833333,0.662921348,0.596491228,0.78125,0.693877551,0.675
GaussianNB,difumo256,2,33,30,18,7,0.825,0.625,0.715909091,0.647058824,0.810810811,0.725274725,0.725
GaussianNB,difumo256,3,26,26,22,14,0.65,0.541666667,0.590909091,0.541666667,0.65,0.590909091,0.596
GaussianNB,difumo256,4,30,31,17,10,0.75,0.645833333,0.693181818,0.638297872,0.756097561,0.689655172,0.698
GaussianNB,difumo256,5,18,27,20,23,0.43902439,0.574468085,0.511363636,0.473684211,0.54,0.455696203,0.507
GaussianNB,difumo256,6,27,31,16,14,0.658536585,0.659574468,0.659090909,0.627906977,0.688888889,0.642857143,0.659
GaussianNB,difumo256,7,30,26,21,11,0.731707317,0.553191489,0.636363636,0.588235294,0.702702703,0.652173913,0.642
GaussianNB,difumo256,8,29,29,18,12,0.707317073,0.617021277,0.659090909,0.617021277,0.707317073,0.659090909,0.662
GaussianNB,difumo256,9,29,24,23,12,0.707317073,0.510638298,0.602272727,0.557692308,0.666666667,0.623655914,0.609
GaussianNB,difumo256,average,28.6,28.1,19.4,12.1,0.702987805,0.591489362,0.642773238,0.594022857,0.704791975,0.642284579,0.6472
DecisionTreeClassifier,difumo256,0,33,19,29,8,0.804878049,0.395833333,0.584269663,0.532258065,0.703703704,0.640776699,0.6
DecisionTreeClassifier,difumo256,1,20,29,19,21,0.487804878,0.604166667,0.550561798,0.512820513,0.58,0.5,0.546
DecisionTreeClassifier,difumo256,2,18,33,15,22,0.45,0.6875,0.579545455,0.545454545,0.6,0.493150685,0.569
DecisionTreeClassifier,difumo256,3,25,23,25,15,0.625,0.479166667,0.545454545,0.5,0.605263158,0.555555556,0.552
DecisionTreeClassifier,difumo256,4,32,16,32,8,0.8,0.333333333,0.545454545,0.5,0.666666667,0.615384615,0.567
DecisionTreeClassifier,difumo256,5,17,38,9,24,0.414634146,0.808510638,0.625,0.653846154,0.612903226,0.507462687,0.612
DecisionTreeClassifier,difumo256,6,15,38,9,26,0.365853659,0.808510638,0.602272727,0.625,0.59375,0.461538462,0.587
DecisionTreeClassifier,difumo256,7,12,35,12,29,0.292682927,0.744680851,0.534090909,0.5,0.546875,0.369230769,0.519
DecisionTreeClassifier,difumo256,8,19,33,14,22,0.463414634,0.70212766,0.590909091,0.575757576,0.6,0.513513514,0.583
DecisionTreeClassifier,difumo256,9,15,24,23,26,0.365853659,0.510638298,0.443181818,0.394736842,0.48,0.379746835,0.438
DecisionTreeClassifier,difumo256,average,20.6,28.8,18.7,20.1,0.507012195,0.607446809,0.560074055,0.533987369,0.598916175,0.503635982,0.5573
LogisticRegression,difumo256,0,26,30,18,15,0.634146341,0.625,0.629213483,0.590909091,0.666666667,0.611764706,0.63
LogisticRegression,difumo256,1,29,37,11,12,0.707317073,0.770833333,0.741573034,0.725,0.755102041,0.716049383,0.739
LogisticRegression,difumo256,2,30,31,17,10,0.75,0.645833333,0.693181818,0.638297872,0.756097561,0.689655172,0.698
LogisticRegression,difumo256,3,30,31,17,10,0.75,0.645833333,0.693181818,0.638297872,0.756097561,0.689655172,0.698
LogisticRegression,difumo256,4,25,36,12,15,0.625,0.75,0.693181818,0.675675676,0.705882353,0.649350649,0.688
LogisticRegression,difumo256,5,22,34,13,19,0.536585366,0.723404255,0.636363636,0.628571429,0.641509434,0.578947368,0.63
LogisticRegression,difumo256,6,23,39,8,18,0.56097561,0.829787234,0.704545455,0.741935484,0.684210526,0.638888889,0.695
LogisticRegression,difumo256,7,25,35,12,16,0.609756098,0.744680851,0.681818182,0.675675676,0.68627451,0.641025641,0.677
LogisticRegression,difumo256,8,22,34,13,19,0.536585366,0.723404255,0.636363636,0.628571429,0.641509434,0.578947368,0.63
LogisticRegression,difumo256,9,25,32,15,16,0.609756098,0.680851064,0.647727273,0.625,0.666666667,0.617283951,0.645
LogisticRegression,difumo256,average,25.7,33.9,13.6,15,0.632012195,0.713962766,0.675715015,0.656793453,0.696001675,0.64115683,0.673
SVC,difumo256,0,21,38,10,20,0.512195122,0.791666667,0.662921348,0.677419355,0.655172414,0.583333333,0.652
SVC,difumo256,1,24,38,10,17,0.585365854,0.791666667,0.696629213,0.705882353,0.690909091,0.64,0.689
SVC,difumo256,2,30,32,16,10,0.75,0.666666667,0.704545455,0.652173913,0.761904762,0.697674419,0.708
SVC,difumo256,3,28,35,13,12,0.7,0.729166667,0.715909091,0.682926829,0.744680851,0.691358025,0.715
SVC,difumo256,4,24,36,12,16,0.6,0.75,0.681818182,0.666666667,0.692307692,0.631578947,0.675
SVC,difumo256,5,20,36,11,21,0.487804878,0.765957447,0.636363636,0.64516129,0.631578947,0.555555556,0.627
SVC,difumo256,6,20,40,7,21,0.487804878,0.85106383,0.681818182,0.740740741,0.655737705,0.588235294,0.669
SVC,difumo256,7,26,37,10,15,0.634146341,0.787234043,0.715909091,0.722222222,0.711538462,0.675324675,0.711
SVC,difumo256,8,19,36,11,22,0.463414634,0.765957447,0.625,0.633333333,0.620689655,0.535211268,0.615
SVC,difumo256,9,26,34,13,15,0.634146341,0.723404255,0.681818182,0.666666667,0.693877551,0.65,0.679
SVC,difumo256,average,23.8,36.2,11.3,16.9,0.585487805,0.762278369,0.680273238,0.679319337,0.685839713,0.624827152,0.674
RandomForestClassifier,difumo256,0,16,41,7,25,0.390243902,0.854166667,0.640449438,0.695652174,0.621212121,0.5,0.622
RandomForestClassifier,difumo256,1,21,37,11,20,0.512195122,0.770833333,0.651685393,0.65625,0.649122807,0.575342466,0.642
RandomForestClassifier,difumo256,2,18,34,14,22,0.45,0.708333333,0.590909091,0.5625,0.607142857,0.5,0.579
RandomForestClassifier,difumo256,3,16,38,10,24,0.4,0.791666667,0.613636364,0.615384615,0.612903226,0.484848485,0.596
RandomForestClassifier,difumo256,4,11,38,10,29,0.275,0.791666667,0.556818182,0.523809524,0.567164179,0.360655738,0.533
RandomForestClassifier,difumo256,5,15,41,6,26,0.365853659,0.872340426,0.636363636,0.714285714,0.611940299,0.483870968,0.619
RandomForestClassifier,difumo256,6,17,36,11,24,0.414634146,0.765957447,0.602272727,0.607142857,0.6,0.492753623,0.59
RandomForestClassifier,difumo256,7,20,38,9,21,0.487804878,0.808510638,0.659090909,0.689655172,0.644067797,0.571428571,0.648
RandomForestClassifier,difumo256,8,15,36,11,26,0.365853659,0.765957447,0.579545455,0.576923077,0.580645161,0.447761194,0.566
RandomForestClassifier,difumo256,9,15,33,14,26,0.365853659,0.70212766,0.545454545,0.517241379,0.559322034,0.428571429,0.534
RandomForestClassifier,difumo256,average,16.4,37.2,10.3,24.3,0.402743902,0.783156028,0.607622574,0.615884451,0.605352048,0.484523247,0.5929
RidgeClassifier,difumo256,0,26,30,18,15,0.634146341,0.625,0.629213483,0.590909091,0.666666667,0.611764706,0.63
RidgeClassifier,difumo256,1,28,38,10,13,0.682926829,0.791666667,0.741573034,0.736842105,0.745098039,0.708860759,0.737
RidgeClassifier,difumo256,2,30,31,17,10,0.75,0.645833333,0.693181818,0.638297872,0.756097561,0.689655172,0.698
RidgeClassifier,difumo256,3,31,31,17,9,0.775,0.645833333,0.704545455,0.645833333,0.775,0.704545455,0.71
RidgeClassifier,difumo256,4,24,33,15,16,0.6,0.6875,0.647727273,0.615384615,0.673469388,0.607594937,0.644
RidgeClassifier,difumo256,5,22,33,14,19,0.536585366,0.70212766,0.625,0.611111111,0.634615385,0.571428571,0.619
RidgeClassifier,difumo256,6,21,37,10,20,0.512195122,0.787234043,0.659090909,0.677419355,0.649122807,0.583333333,0.65
RidgeClassifier,difumo256,7,23,34,13,18,0.56097561,0.723404255,0.647727273,0.638888889,0.653846154,0.597402597,0.642
RidgeClassifier,difumo256,8,23,33,14,18,0.56097561,0.70212766,0.636363636,0.621621622,0.647058824,0.58974359,0.632
RidgeClassifier,difumo256,9,26,34,13,15,0.634146341,0.723404255,0.681818182,0.666666667,0.693877551,0.65,0.679
RidgeClassifier,difumo256,average,25.4,33.4,14.1,15.3,0.624695122,0.703413121,0.666624106,0.644297466,0.689485237,0.631432912,0.6641
MLPClassifier,difumo256,0,28,30,18,13,0.682926829,0.625,0.651685393,0.608695652,0.697674419,0.643678161,0.654
MLPClassifier,difumo256,1,25,39,9,16,0.609756098,0.8125,0.719101124,0.735294118,0.709090909,0.666666667,0.711
MLPClassifier,difumo256,2,30,30,18,10,0.75,0.625,0.681818182,0.625,0.75,0.681818182,0.688
MLPClassifier,difumo256,3,31,30,18,9,0.775,0.625,0.693181818,0.632653061,0.769230769,0.696629213,0.7
MLPClassifier,difumo256,4,24,28,20,16,0.6,0.583333333,0.590909091,0.545454545,0.636363636,0.571428571,0.592
MLPClassifier,difumo256,5,23,31,16,18,0.56097561,0.659574468,0.613636364,0.58974359,0.632653061,0.575,0.61
MLPClassifier,difumo256,6,27,34,13,14,0.658536585,0.723404255,0.693181818,0.675,0.708333333,0.666666667,0.691
MLPClassifier,difumo256,7,25,33,14,16,0.609756098,0.70212766,0.659090909,0.641025641,0.673469388,0.625,0.656
MLPClassifier,difumo256,8,24,35,12,17,0.585365854,0.744680851,0.670454545,0.666666667,0.673076923,0.623376623,0.665
MLPClassifier,difumo256,9,29,31,16,12,0.707317073,0.659574468,0.681818182,0.644444444,0.720930233,0.674418605,0.683
MLPClassifier,difumo256,average,26.6,32.1,15.4,14.1,0.653963415,0.676019504,0.665487743,0.636397772,0.697082267,0.642468269,0.665
BaggingClassifier,difumo256,0,22,35,13,19,0.536585366,0.729166667,0.640449438,0.628571429,0.648148148,0.578947368,0.633
BaggingClassifier,difumo256,1,13,29,19,28,0.317073171,0.604166667,0.471910112,0.40625,0.50877193,0.356164384,0.461
BaggingClassifier,difumo256,2,13,39,9,27,0.325,0.8125,0.590909091,0.590909091,0.590909091,0.419354839,0.569
BaggingClassifier,difumo256,3,12,26,22,28,0.3,0.541666667,0.431818182,0.352941176,0.481481481,0.324324324,0.421
BaggingClassifier,difumo256,4,19,36,12,21,0.475,0.75,0.625,0.612903226,0.631578947,0.535211268,0.612
BaggingClassifier,difumo256,5,11,33,14,30,0.268292683,0.70212766,0.5,0.44,0.523809524,0.333333333,0.485
BaggingClassifier,difumo256,6,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
BaggingClassifier,difumo256,7,25,33,14,16,0.609756098,0.70212766,0.659090909,0.641025641,0.673469388,0.625,0.656
BaggingClassifier,difumo256,8,17,36,11,24,0.414634146,0.765957447,0.602272727,0.607142857,0.6,0.492753623,0.59
BaggingClassifier,difumo256,9,24,32,15,17,0.585365854,0.680851064,0.636363636,0.615384615,0.653061224,0.6,0.633
BaggingClassifier,difumo256,average,17.3,33.3,14.2,23.4,0.424634146,0.701196809,0.573735955,0.54617947,0.589743663,0.474396238,0.5629
SGDClassifier,difumo256,0,23,31,17,18,0.56097561,0.645833333,0.606741573,0.575,0.632653061,0.567901235,0.603
SGDClassifier,difumo256,1,29,37,11,12,0.707317073,0.770833333,0.741573034,0.725,0.755102041,0.716049383,0.739
SGDClassifier,difumo256,2,30,29,19,10,0.75,0.604166667,0.670454545,0.612244898,0.743589744,0.674157303,0.677
SGDClassifier,difumo256,3,29,28,20,11,0.725,0.583333333,0.647727273,0.591836735,0.717948718,0.651685393,0.654
SGDClassifier,difumo256,4,24,28,20,16,0.6,0.583333333,0.590909091,0.545454545,0.636363636,0.571428571,0.592
SGDClassifier,difumo256,5,22,30,17,19,0.536585366,0.638297872,0.590909091,0.564102564,0.612244898,0.55,0.587
SGDClassifier,difumo256,6,23,34,13,18,0.56097561,0.723404255,0.647727273,0.638888889,0.653846154,0.597402597,0.642
SGDClassifier,difumo256,7,23,31,16,18,0.56097561,0.659574468,0.613636364,0.58974359,0.632653061,0.575,0.61
SGDClassifier,difumo256,8,22,31,16,19,0.536585366,0.659574468,0.602272727,0.578947368,0.62,0.556962025,0.598
SGDClassifier,difumo256,9,28,29,18,13,0.682926829,0.617021277,0.647727273,0.608695652,0.69047619,0.643678161,0.65
SGDClassifier,difumo256,average,25.3,30.8,16.7,15.4,0.622134146,0.648537234,0.635967824,0.602991424,0.66948775,0.610426467,0.6352
AdaBoostClassifier,difumo256,0,25,33,15,16,0.609756098,0.6875,0.651685393,0.625,0.673469388,0.617283951,0.649
AdaBoostClassifier,difumo256,1,19,32,16,22,0.463414634,0.666666667,0.573033708,0.542857143,0.592592593,0.5,0.565
AdaBoostClassifier,difumo256,2,19,38,10,21,0.475,0.791666667,0.647727273,0.655172414,0.644067797,0.550724638,0.633
AdaBoostClassifier,difumo256,3,23,34,14,17,0.575,0.708333333,0.647727273,0.621621622,0.666666667,0.597402597,0.642
AdaBoostClassifier,difumo256,4,19,37,11,21,0.475,0.770833333,0.636363636,0.633333333,0.637931034,0.542857143,0.623
AdaBoostClassifier,difumo256,5,16,34,13,25,0.390243902,0.723404255,0.568181818,0.551724138,0.576271186,0.457142857,0.557
AdaBoostClassifier,difumo256,6,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
AdaBoostClassifier,difumo256,7,26,35,12,15,0.634146341,0.744680851,0.693181818,0.684210526,0.7,0.658227848,0.689
AdaBoostClassifier,difumo256,8,24,33,14,17,0.585365854,0.70212766,0.647727273,0.631578947,0.66,0.607594937,0.644
AdaBoostClassifier,difumo256,9,16,27,20,25,0.390243902,0.574468085,0.488636364,0.444444444,0.519230769,0.415584416,0.482
AdaBoostClassifier,difumo256,average,20.4,33.7,13.8,20.3,0.501280488,0.709308511,0.613381001,0.595660923,0.625643633,0.542569163,0.6053
KNeighborsClassifier,craddock,0,28,19,29,13,0.682926829,0.395833333,0.528089888,0.49122807,0.59375,0.571428571,0.539
KNeighborsClassifier,craddock,1,32,15,33,9,0.780487805,0.3125,0.528089888,0.492307692,0.625,0.603773585,0.546
KNeighborsClassifier,craddock,2,28,15,33,12,0.7,0.3125,0.488636364,0.459016393,0.555555556,0.554455446,0.506
KNeighborsClassifier,craddock,3,32,15,33,8,0.8,0.3125,0.534090909,0.492307692,0.652173913,0.60952381,0.556
KNeighborsClassifier,craddock,4,30,20,28,10,0.75,0.416666667,0.568181818,0.517241379,0.666666667,0.612244898,0.583
KNeighborsClassifier,craddock,5,29,17,30,12,0.707317073,0.361702128,0.522727273,0.491525424,0.586206897,0.58,0.535
KNeighborsClassifier,craddock,6,29,16,31,12,0.707317073,0.340425532,0.511363636,0.483333333,0.571428571,0.574257426,0.524
KNeighborsClassifier,craddock,7,30,20,27,11,0.731707317,0.425531915,0.568181818,0.526315789,0.64516129,0.612244898,0.579
KNeighborsClassifier,craddock,8,28,26,21,13,0.682926829,0.553191489,0.613636364,0.571428571,0.666666667,0.622222222,0.618
KNeighborsClassifier,craddock,9,35,14,33,6,0.853658537,0.29787234,0.556818182,0.514705882,0.7,0.642201835,0.576
KNeighborsClassifier,craddock,average,30.1,17.7,29.8,10.6,0.739634146,0.37287234,0.541981614,0.503941023,0.626260956,0.598235269,0.5562
GaussianNB,craddock,0,28,25,23,13,0.682926829,0.520833333,0.595505618,0.549019608,0.657894737,0.608695652,0.602
GaussianNB,craddock,1,22,23,25,19,0.536585366,0.479166667,0.505617978,0.468085106,0.547619048,0.5,0.508
GaussianNB,craddock,2,25,32,16,15,0.625,0.666666667,0.647727273,0.609756098,0.680851064,0.617283951,0.646
GaussianNB,craddock,3,24,21,27,16,0.6,0.4375,0.511363636,0.470588235,0.567567568,0.527472527,0.519
GaussianNB,craddock,4,22,25,23,18,0.55,0.520833333,0.534090909,0.488888889,0.581395349,0.517647059,0.535
GaussianNB,craddock,5,20,31,16,21,0.487804878,0.659574468,0.579545455,0.555555556,0.596153846,0.519480519,0.574
GaussianNB,craddock,6,22,29,18,19,0.536585366,0.617021277,0.579545455,0.55,0.604166667,0.543209877,0.577
GaussianNB,craddock,7,26,32,15,15,0.634146341,0.680851064,0.659090909,0.634146341,0.680851064,0.634146341,0.657
GaussianNB,craddock,8,25,26,21,16,0.609756098,0.553191489,0.579545455,0.543478261,0.619047619,0.574712644,0.581
GaussianNB,craddock,9,26,30,17,15,0.634146341,0.638297872,0.636363636,0.604651163,0.666666667,0.619047619,0.636
GaussianNB,craddock,average,24,27.4,20.1,16.7,0.589695122,0.577393617,0.582839632,0.547416926,0.620221363,0.566169619,0.5835
DecisionTreeClassifier,craddock,0,23,28,20,18,0.56097561,0.583333333,0.573033708,0.534883721,0.608695652,0.547619048,0.572
DecisionTreeClassifier,craddock,1,11,34,14,30,0.268292683,0.708333333,0.505617978,0.44,0.53125,0.333333333,0.488
DecisionTreeClassifier,craddock,2,18,33,15,22,0.45,0.6875,0.579545455,0.545454545,0.6,0.493150685,0.569
DecisionTreeClassifier,craddock,3,7,35,13,33,0.175,0.729166667,0.477272727,0.35,0.514705882,0.233333333,0.452
DecisionTreeClassifier,craddock,4,19,37,11,21,0.475,0.770833333,0.636363636,0.633333333,0.637931034,0.542857143,0.623
DecisionTreeClassifier,craddock,5,9,39,8,32,0.219512195,0.829787234,0.545454545,0.529411765,0.549295775,0.310344828,0.525
DecisionTreeClassifier,craddock,6,23,27,20,18,0.56097561,0.574468085,0.568181818,0.534883721,0.6,0.547619048,0.568
DecisionTreeClassifier,craddock,7,20,28,19,21,0.487804878,0.595744681,0.545454545,0.512820513,0.571428571,0.5,0.542
DecisionTreeClassifier,craddock,8,17,37,10,24,0.414634146,0.787234043,0.613636364,0.62962963,0.606557377,0.5,0.601
DecisionTreeClassifier,craddock,9,17,34,13,24,0.414634146,0.723404255,0.579545455,0.566666667,0.586206897,0.478873239,0.569
DecisionTreeClassifier,craddock,average,16.4,33.2,14.3,24.3,0.402682927,0.698980496,0.562410623,0.527708389,0.580607119,0.448713066,0.5509
LogisticRegression,craddock,0,26,29,19,15,0.634146341,0.604166667,0.617977528,0.577777778,0.659090909,0.604651163,0.619
LogisticRegression,craddock,1,22,31,17,19,0.536585366,0.645833333,0.595505618,0.564102564,0.62,0.55,0.591
LogisticRegression,craddock,2,22,37,11,18,0.55,0.770833333,0.670454545,0.666666667,0.672727273,0.602739726,0.66
LogisticRegression,craddock,3,23,28,20,17,0.575,0.583333333,0.579545455,0.534883721,0.622222222,0.554216867,0.579
LogisticRegression,craddock,4,21,33,15,19,0.525,0.6875,0.613636364,0.583333333,0.634615385,0.552631579,0.606
LogisticRegression,craddock,5,24,29,18,17,0.585365854,0.617021277,0.602272727,0.571428571,0.630434783,0.578313253,0.601
LogisticRegression,craddock,6,16,27,20,25,0.390243902,0.574468085,0.488636364,0.444444444,0.519230769,0.415584416,0.482
LogisticRegression,craddock,7,22,27,20,19,0.536585366,0.574468085,0.556818182,0.523809524,0.586956522,0.530120482,0.556
LogisticRegression,craddock,8,30,28,19,11,0.731707317,0.595744681,0.659090909,0.612244898,0.717948718,0.666666667,0.664
LogisticRegression,craddock,9,28,30,17,13,0.682926829,0.638297872,0.659090909,0.622222222,0.697674419,0.651162791,0.661
LogisticRegression,craddock,average,23.4,29.9,17.6,17.3,0.574756098,0.629166667,0.60430286,0.570091372,0.6360901,0.570608694,0.6019
SVC,craddock,0,24,31,17,17,0.585365854,0.645833333,0.617977528,0.585365854,0.645833333,0.585365854,0.616
SVC,craddock,1,23,35,13,18,0.56097561,0.729166667,0.651685393,0.638888889,0.660377358,0.597402597,0.645
SVC,craddock,2,27,38,10,13,0.675,0.791666667,0.738636364,0.72972973,0.745098039,0.701298701,0.733
SVC,craddock,3,22,31,17,18,0.55,0.645833333,0.602272727,0.564102564,0.632653061,0.556962025,0.598
SVC,craddock,4,18,31,17,22,0.45,0.645833333,0.556818182,0.514285714,0.58490566,0.48,0.548
SVC,craddock,5,22,37,10,19,0.536585366,0.787234043,0.670454545,0.6875,0.660714286,0.602739726,0.662
SVC,craddock,6,13,32,15,28,0.317073171,0.680851064,0.511363636,0.464285714,0.533333333,0.376811594,0.499
SVC,craddock,7,22,33,14,19,0.536585366,0.70212766,0.625,0.611111111,0.634615385,0.571428571,0.619
SVC,craddock,8,23,32,15,18,0.56097561,0.680851064,0.625,0.605263158,0.64,0.582278481,0.621
SVC,craddock,9,23,33,14,18,0.56097561,0.70212766,0.636363636,0.621621622,0.647058824,0.58974359,0.632
SVC,craddock,average,21.7,33.3,14.2,19,0.533353659,0.701152482,0.623557201,0.602215436,0.638458928,0.564403114,0.6173
RandomForestClassifier,craddock,0,20,37,11,21,0.487804878,0.770833333,0.640449438,0.64516129,0.637931034,0.555555556,0.629
RandomForestClassifier,craddock,1,15,31,17,26,0.365853659,0.645833333,0.516853933,0.46875,0.543859649,0.410958904,0.506
RandomForestClassifier,craddock,2,19,40,8,21,0.475,0.833333333,0.670454545,0.703703704,0.655737705,0.567164179,0.654
RandomForestClassifier,craddock,3,15,40,8,25,0.375,0.833333333,0.625,0.652173913,0.615384615,0.476190476,0.604
RandomForestClassifier,craddock,4,12,38,10,28,0.3,0.791666667,0.568181818,0.545454545,0.575757576,0.387096774,0.546
RandomForestClassifier,craddock,5,14,30,17,27,0.341463415,0.638297872,0.5,0.451612903,0.526315789,0.388888889,0.49
RandomForestClassifier,craddock,6,12,34,13,29,0.292682927,0.723404255,0.522727273,0.48,0.53968254,0.363636364,0.508
RandomForestClassifier,craddock,7,9,38,9,32,0.219512195,0.808510638,0.534090909,0.5,0.542857143,0.305084746,0.514
RandomForestClassifier,craddock,8,13,35,12,28,0.317073171,0.744680851,0.545454545,0.52,0.555555556,0.393939394,0.531
RandomForestClassifier,craddock,9,16,34,13,25,0.390243902,0.723404255,0.568181818,0.551724138,0.576271186,0.457142857,0.557
RandomForestClassifier,craddock,average,14.5,35.7,11.8,26.2,0.356463415,0.751329787,0.569139428,0.551858049,0.576935279,0.430565814,0.5539
RidgeClassifier,craddock,0,25,30,18,16,0.609756098,0.625,0.617977528,0.581395349,0.652173913,0.595238095,0.617
RidgeClassifier,craddock,1,19,21,27,22,0.463414634,0.4375,0.449438202,0.413043478,0.488372093,0.436781609,0.45
RidgeClassifier,craddock,2,16,25,23,24,0.4,0.520833333,0.465909091,0.41025641,0.510204082,0.405063291,0.46
RidgeClassifier,craddock,3,18,22,26,22,0.45,0.458333333,0.454545455,0.409090909,0.5,0.428571429,0.454
RidgeClassifier,craddock,4,18,29,19,22,0.45,0.604166667,0.534090909,0.486486486,0.568627451,0.467532468,0.527
RidgeClassifier,craddock,5,21,29,18,20,0.512195122,0.617021277,0.568181818,0.538461538,0.591836735,0.525,0.565
RidgeClassifier,craddock,6,21,22,25,20,0.512195122,0.468085106,0.488636364,0.456521739,0.523809524,0.482758621,0.49
RidgeClassifier,craddock,7,22,24,23,19,0.536585366,0.510638298,0.522727273,0.488888889,0.558139535,0.511627907,0.524
RidgeClassifier,craddock,8,26,28,19,15,0.634146341,0.595744681,0.613636364,0.577777778,0.651162791,0.604651163,0.615
RidgeClassifier,craddock,9,27,21,26,14,0.658536585,0.446808511,0.545454545,0.509433962,0.6,0.574468085,0.553
RidgeClassifier,craddock,average,21.3,25.1,22.4,19.4,0.522682927,0.528413121,0.526059755,0.487135654,0.564432612,0.503169267,0.5255
MLPClassifier,craddock,0,16,29,19,25,0.390243902,0.604166667,0.505617978,0.457142857,0.537037037,0.421052632,0.497
MLPClassifier,craddock,1,22,30,18,19,0.536585366,0.625,0.584269663,0.55,0.612244898,0.543209877,0.581
MLPClassifier,craddock,2,25,33,15,15,0.625,0.6875,0.659090909,0.625,0.6875,0.625,0.656
MLPClassifier,craddock,3,23,26,22,17,0.575,0.541666667,0.556818182,0.511111111,0.604651163,0.541176471,0.558
MLPClassifier,craddock,4,27,29,19,13,0.675,0.604166667,0.636363636,0.586956522,0.69047619,0.627906977,0.64
MLPClassifier,craddock,5,18,33,14,23,0.43902439,0.70212766,0.579545455,0.5625,0.589285714,0.493150685,0.571
MLPClassifier,craddock,6,17,29,18,24,0.414634146,0.617021277,0.522727273,0.485714286,0.547169811,0.447368421,0.516
MLPClassifier,craddock,7,22,31,16,19,0.536585366,0.659574468,0.602272727,0.578947368,0.62,0.556962025,0.598
MLPClassifier,craddock,8,27,28,19,14,0.658536585,0.595744681,0.625,0.586956522,0.666666667,0.620689655,0.627
MLPClassifier,craddock,9,25,34,13,16,0.609756098,0.723404255,0.670454545,0.657894737,0.68,0.632911392,0.667
MLPClassifier,craddock,average,22.2,30.2,17.3,18.5,0.546036585,0.636037234,0.594216037,0.56022234,0.623503148,0.550942813,0.5911
BaggingClassifier,craddock,0,16,30,18,25,0.390243902,0.625,0.516853933,0.470588235,0.545454545,0.426666667,0.508
BaggingClassifier,craddock,1,15,34,14,26,0.365853659,0.708333333,0.550561798,0.517241379,0.566666667,0.428571429,0.537
